idescuela,idplantel,ccts,escuela,idcodigo,cv_cct,
12441,20INM_113179,20DCC1111Q,16 DE SEPTIEMBRE,,20DCC1111Q,
12442,20INM_113180,20DPB1128V,ADOLFO LOPEZ MATEOS,,20DPB1128V,
12443,20INM_113176,20DCC1112P,MIGUEL HIDALGO,,20DCC1112P,
12444,20INM_113178,20DPB0023U,MIGUEL HIDALGO,,20DCC1112P,
12445,20INM_113181,20DPB1706D,24 DE FEBRERO,,20DPB1706D,
12446,20INM_113163,20DPR0869I,ALVARO OBREGON,,20DPR0869I,
12447,20INM_113164,20DJN0510W,AMADO NERVO,,20DJN0510W,
12448,20INM_113165,20DST0038I,ESCUELA SECUNDARIA TECNICA NUM. 24,,20DST0038I,
12449,20INM_113183,20DCC1103H,EMILIANO ZAPATA,,20DCC1103H,
12450,20INM_113173,20DPB0302E,18 DE MARZO,,20DPB0302E,
12451,20INM_113175,20DES0148W,EVARISTO CRUZ MENDOZA,,20DES0148W,
12452,20INM_113196,20DCC1928I,JOSE MARIA PINO SUAREZ,,20DCC1928I,
12453,20INM_113197,20DPB2068D,ABRAHAM CASTELLANOS,,20DPB2068D,
12454,20INM_113205,20DPB0929F,NIÑOS HEROES DE CHAPULTEPEC,,20DPB0929F,
12455,20INM_113206,20DCC1039X,LUZ Y SABER,,20DCC1039X,
12456,20INM_113208,20DCC2462A,MI PATRIA ES PRIMERO,,20DCC2462A,
12457,20INM_113210,20DTV1495Q,TELESECUNDARIA,,20DTV1495Q,
12458,20INM_113203,20DCC1605A,GABRIELA MISTRAL,,20DCC1605A,
12459,20INM_113216,20DPB2063I,RICARDO FLORES MAGON,,20DPB2063I,
12460,20INM_113217,20DCC2137E,FRANCISCO MARQUEZ,,20DCC2137E,
12461,20INM_113199,20DPB0611J,LEONARDO BRAVO,,,
12462,20INM_113200,20DTV0723N,TELESECUNDARIA,,,
12463,20INM_113201,20DCC0489U,NIÑOS HEROES,,,
12464,20INM_113202,20DCC2177F,OCTAVIO PAZ,,20DCC2177F,
12465,20INM_113212,20DJN1278M,BENITO JUAREZ,,20DJN1278M,
12466,20INM_113213,20DTV1315P,TELESECUNDARIA,,20DTV1315P,
12467,20INM_113214,20DCC1990L,VICENTE GUERRERO,,20DCC1990L,
12468,20INM_113215,20DPB1671E,BENITO JUAREZ,,20DPB1671E,
12469,20INM_113234,20KPR0909C/20KJN0126K,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12470,20INM_113231,20KPR0705I,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12471,20INM_113232,20KJN0427G,"CURSO       COMUNITARIO       DE        EDUCACIÓN
PREESCOLAR MESTIZO",,,
12472,20INM_113219,20DCC2138D,JOSE VASCONCELOS,,20DCC2138D,
12473,20INM_113222,20DCC2503K,OCTAVIO PAZ,,20DCC2503K,
12474,20INM_113228,20DCC2122C,JUAN ESCUTIA,,20DCC2122C,
12475,20INM_113229,20DCC2231J,SOR JUANA INES DE LA CRUZ,,20DCC2231J,
12476,20INM_113251,20DPB1591T,EMILIANO ZAPATA,,20DPB1591T,
12477,20INM_113252,20DCC2100R,JUAN ESCUTIA,,20DCC2100R,
12478,20INM_113253,20DTV1314Q,TELESECUNDARIA,,20DTV1314Q,
12479,20INM_113239,20DCC1968J,CUAUHTEMOC,,20DCC1968J,
12480,20INM_113240,20DTV1708B,TELESECUNDARIA,,20DTV1708B,
12481,20INM_113246,20DCC2450W,ANTONIO CASO,,20DCC2450W,
12482,20INM_113248,20DCC0672S,ESTA ES MI RAZA,,20DCC0672S,
12483,20INM_113250,20DTV0614G,TELESECUNDARIA,,20DTV0614G,
12484,20INM_113260,20DPR2090G,MARGARITA MAZA DE JUAREZ,,20DPR2090G,
12485,20INM_113261,20DJN0432I,SOR JUANA INES DE LA CRUZ,,20DJN0432I,
12486,20INM_113263,20DCC2279C,EMILIANO ZAPATA,,20DCC2279C,
12487,20INM_113257,20DPR0877R,MORELOS,,20DPR0877R,
12488,20INM_113258,20DTV0788X,TELESECUNDARIA,,20DTV0788X,
12489,20INM_113276,20DTV0697F,TELESECUNDARIA,,20DTV0697F,
12490,20INM_113284,20DPB1708B,RICARDO FLORES MAGON,,20DPB1708B,
12491,20INM_113282,20DCC2178E,VICENTE GUERRERO,,20DPB2134M,
12492,20INM_113283,20DPB2134M,VICENTE GUERRERO,,20DPB2134M,
12493,20INM_113265,20DCC2313T,QUETZIN,,,
12494,20INM_113285,20KPB0059S/20KCC0255P,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
INDIGENA",,,
12495,20INM_113267,20DCC0033W,LOPEZ PORTILLO,,20DCC0033W,
12496,20INM_113270,20DPB2206P,LAZARO CARDENAS,,20DPB2206P,
12497,20INM_113281,20DTV1014T,TELESECUNDARIA,,20DTV1014T,
12498,20INM_113286,20DPB0592L,FRANCISCO I. MADERO,,20DPB0592L,
12499,20INM_113287,20DTV1437Z,TELESECUNDARIA,,20DTV1437Z,
12500,20INM_113288,20DCC0037S,NIÑOS HEROES,,20DCC0037S,
12501,20INM_113292,20DPB1986D,EMILIANO ZAPATA,,20DPB1986D,
12502,20INM_113290,20DTV1293U,TELESECUNDARIA,,20DTV1293U,
12503,20INM_113291,20DCC0624I,JUAN JACOBO ROUSSEAU,,20DCC0624I,
12504,20INM_113552,20DPB0603A,EMILIANO ZAPATA,,20DCC0206X,
12505,20INM_113553,20DCC0206X,EMILIANO ZAPATA,,20DCC0206X,
12506,20INM_113554,20KTV0480R,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12507,20INM_113452,20DCC0899X,PROF. FRANCISCO M. PLANCARTE,,20DPB0309Y,
12508,20INM_113453,20KTV0191Z,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12509,20INM_113454,20DPB0309Y,PROF. FRANCISCO M. PLANCARTE,,20DPB0309Y,
12510,20INM_113456,20DCC1184I,RICARDO FLORES MAGON,,20DCC1184I,
12511,20INM_113457,20DTV0727J,TELESECUNDARIA,,20DTV0727J,
12512,20INM_113504,20DCC1784C,IGNACIO ZARAGOZA,,20DCC1784C,
12513,20INM_113460,20DCC0249V,PIPILA,,20DPB0310N,
12514,20INM_113462,20DTV1176E,TELESECUNDARIA,,20DTV1176E,
12515,20INM_113541,20DCC0234T,VIDA NUEVA,,20DCC0234T,
12516,20INM_113542,20DTV0700C,TELESECUNDARIA,,20DTV0700C,
12517,20INM_113464,20DPB0311M,IGNACIO ZARAGOZA,,20DPB0311M,
12518,20INM_113465,20DTV0443D,TELESECUNDARIA,,20DTV0443D,
12519,20INM_113559,20DCC0911B,EMILIANO ZAPATA,,20DPB0314J,
12520,20INM_113560,20DPB0314J,EMILIANO ZAPATA,,20DPB0314J,
12521,20INM_113562,20DTV1294T,TELESECUNDARIA,,20DTV1294T,
12522,20INM_113475,20DTV0444C,TELESECUNDARIA,,20DTV0444C,
12523,20INM_113583,20KPR1606P/20KJN1195N,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12524,20INM_113479,20DTV0190R,TELESECUNDARIA,,20DTV0190R,
12525,20INM_113480,20DPR2871K,VICENTE GUERRERO,,20DPR2871K,
12526,20INM_113484,20DCC0900W,VICENTE GUERRERO,,20DCC0900W,
12527,20INM_113485,20DTV1652Q,TELESECUNDARIA,,20DTV1652Q,
12528,20INM_113486,20DPB0317G,VICENTE GUERRERO,,20DCC0900W,
12529,20INM_113488,20DCC0908O,IGNACIO ZARAGOZA,,20DPB0692K,
12530,20INM_113555,20DCC0211I,RICARDO FLORES MAGON,,20DCC0211I,
12531,20INM_113557,20DTV1018P,TELESECUNDARIA,,20DTV1018P,
12532,20INM_113558,20DPB0313K,HEROES DE LA INDEPENDENCIA,,20DPB0313K,
12533,20INM_113427,20DCC1448A,VICENTE GUERRERO,,20DCC1448A,
12534,20INM_113494,20DPB0696G,IGNACIO ALLENDE,,20DPB0696G,
12535,20INM_113495,20DCC0912A,IGNACIO ALLENDE,,20DPB0696G,
12536,20INM_113496,20DTV1001P,TELESECUNDARIA,,20DTV1001P,
12537,20INM_113490,20DCC0212H,BENITO JUAREZ,,20DPB0091R,
12538,20INM_113492,20DPB0091R,BENITO JUAREZ,,20DPB0091R,
12539,20INM_113493,20DTV0611J,TELESECUNDARIA,,20DTV0611J,
12540,20INM_113498,20DCC0213G,FEDERICO FROEBEL,,20DCC0213G,
12541,20INM_113573,20DCC1449Z,JOSE JOAQUIN FERNANDEZ DE LIZARDI,,20DCC1449Z,
12542,20INM_113574,20DPB1497O,MIGUEL DE CERVANTES SAAVEDRA,,20DPB1497O,
12543,20INM_113575,20KTV0339B,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12544,20INM_113503,20DCC1564R,BENITO JUAREZ,,20DCC1564R,
12545,20INM_113508,20DPB0325P,EMILIANO ZAPATA,,20DPB0325P,
12546,20INM_113509,20DST0276J,ESCUELA SECUNDARIA TÉCNICA NÚM. 257,,20DST0276J,
12547,20INM_113580,20DCC0909N,ADOLFO LOPEZ MATEOS,,20DCC0909N,
12548,20INM_113581,20DTV1659J,TELESECUNDARIA,,20DTV1659J,
12549,20INM_113511,20DCC0210J,MIGUEL HIDALGO Y COSTILLA,,20DPB0318F,
12550,20INM_113513,20DTV0017J,TELESECUNDARIA,,20DTV0017J,
12551,20INM_113519,20DCC0906Q,27 DE SEPTIEMBRE,,20DPB0306A,
12552,20INM_113520,20DST0261H,ESCUELA SECUNDARIA TÉCNICA NÚM. 244,,,
12553,20INM_113521,20DTV0503B,TELESECUNDARIA,,20DTV0503B,
12554,20INM_113514,20DCC0218B,IGNACIO M ALTAMIRANO,,20DPB0327N,
12555,20INM_113515,20DPB0327N,IGNACIO M ALTAMIRANO,,20DPB0327N,
12556,20INM_113545,20DPB0308Z,CUAUHTEMOC,,20DPB0308Z,
12557,20INM_113547,20DTV0446A,TELESECUNDARIA,,20DTV0446A,
12558,20INM_113524,20DTV1295S,TELESECUNDARIA,,20DTV1295S,
12559,20INM_113526,20DCC0907P,BENITO JUAREZ,,20DCC0907P,
12560,20INM_113530,20DPB0329L,DR. MANUEL GAMIO,,20DPB0329L,
12561,20INM_113531,20DCC1355L,ROSARIO CASTELLANOS,,20DCC1355L,
12562,20INM_112472,20DPB1837W,FRANCISCO I. MADERO,,,
12563,20INM_113532,20DPB0330A,BELISARIO DOMINGUEZ,,20DPB0330A,
12564,20INM_113533,20DTV0445B,TELESECUNDARIA,,20DTV0445B,
12565,20INM_113534,20DCC0261Q,BELISARIO DOMINGUEZ,,20DPB0330A,
12566,20INM_113576,20DCC0903T,LA PRIMAVERA,,20DCC0903T,
12567,20INM_113577,20DTV0789W,TELESECUNDARIA,,20DTV0789W,
12568,20INM_113578,20DPR2087T,LA LIBERTAD,,20DPB0331Z,
12569,20INM_113570,20KTV0275H,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12570,20INM_113571,20DCC0230X/20DPB1496P,MARIA IZQUIERDO,,20DCC0230X,
12571,20INM_113567,20DTV1651R,TELESECUNDARIA,,20DTV1651R,
12572,20INM_113568,20DCC0215E,CUAUHTEMOC,,20DCC0215E,
12573,20INM_113428,20DCC1621S,EL MUNDO DE LOS NIÑOS,,20DCC1621S,
12574,20INM_113434,20DPB2114Z,LUIS DONALDO COLOSIO MURRIETA,,20DPB2114Z,
12575,20INM_113436,20DPB2048Q,MAURO HERNANDEZ CAZARES,,20DPB2048Q,
12576,20INM_113440,20DCC1901B,DON FRANCISCO JAVIER GABILONDO SOLER,,20DCC1901B,
12577,20INM_113441,20DPR0883B,ENRIQUE C REBSAMEN,,20DPR0883B,
12578,20INM_113444,20DCC2054W,LOS NIÑOS HEROES,,20DCC2054W,
12579,20INM_113448,20DPB1888C,LAZARO CARDENAS DEL RIO,,20DPB1888C,
12580,20INM_113587,20DPB0751J,JULIO ANTONIO LOPEZ,,20DPB0751J,
12581,20INM_113588,20DCC0720L,FRANCISCO I. MADERO,,20DCC0720L,
12582,20INM_113584,20DCC0189X,JOSE VASCONCELOS,,20DCC0189X,
12583,20INM_113604,20DPB1159O,GUADALUPE VICTORIA,,20DCC1158K,
12584,20INM_113614,20DPR3313F,GABRIELA MISTRAL,,20DPR3313F,
12585,20INM_113615,20DTV0447Z,TELESECUNDARIA,,20DTV0447Z,
12586,20INM_113616,20DPR0897E,LA CORREGIDORA,,20DCC0494F,
12587,20INM_113613,20DCC0494F,LA CORREGIDORA,,20DCC0494F,
12588,20INM_113627,20DJN1289S,LAURA MENDEZ DE CUENCA,,20DJN1289S,
12589,20INM_113622,20DTV1443K,TELESECUNDARIA,,20DTV1443K,
12590,20INM_113624,20DJN1291G,FRANCISCO GONZALEZ BOCANEGRA,,20DJN1291G,
12591,20INM_113626,20DJN1290H,MANUEL GUTIERREZ NAJERA,,20DJN1290H,
12592,20INM_113617,20DJN2232Y,RICARDO CASTRO,,20DJN2232Y,
12593,20INM_113619,20DJN0710U,RAFAEL RAMIREZ,,20DJN0710U,
12594,20INM_113649,20DTV1132H,TELESECUNDARIA,,20DTV1132H,
12595,20INM_113691,20KJN1304D,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12596,20INM_113692,20KPR1596Z,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12597,20INM_113685,20DPR2043W,MIGUEL HIDALGO,,20DPR2043W,
12598,20INM_113737,20DTV1332F,TELESECUNDARIA,,20DTV1332F,
12599,20INM_113744,20DTV1656M,TELESECUNDARIA,,20DTV1656M,
12600,20INM_113745,20DCC1626N,ABRAHAM CASTELLANOS,,20DCC1626N,
12601,20INM_113753,20DTV1458M,TELESECUNDARIA,,20DTV1458M,
12602,20INM_113755,20DCC2217Q,JOSE VASCONCELOS,,20DCC2217Q,
12603,20INM_113758,20DCC0997Y,MARGARITA MAZA,,20DCC0997Y,
12604,20INM_113759,20DPB1908Z,NIÑOS HEROES,,20DPB1908Z,
12605,20INM_113740,20DCC0296F,BENITO JUAREZ,,20DCC0296F,
12606,20INM_113743,20DTV0449Y,TELESECUNDARIA,,20DTV0449Y,
12607,20INM_113761,20DPB1976X,TIERRA Y LIBERTAD,,20DPB1976X,
12608,20INM_113763,20DCC1884B,VENUSTIANO CARRANZA,,20DCC1884B,
12609,20INM_113765,20DCC1119I,IGNACIO ZARAGOZA,,20DCC1119I,
12610,20INM_113766,20DPB1427T,VALERIO TRUJANO,,20DPB1427T,
12611,20INM_113779,20DJN1549O,DIEGO RIVERA,,20DJN1549O,
12612,20INM_113780,20DTV0761Q,TELESECUNDARIA,,20DTV0761Q,
12613,20INM_113770,20DJN0235H,CESAR ANGEL RUIZ,,20DJN0235H,
12614,20INM_113771,20DJN1727A,MACEDONIO ALCALA,,20DJN1727A,
12615,20INM_113772,20DJN1577K,JUSTO SIERRA,,20DJN1577K,
12616,20INM_113773,20DCC1936R,GABRIELA MISTRAL,,20DCC1936R,
12617,20INM_113775,20DTV1874Z,TELESECUNDARIA,,20DTV1874Z,
12618,20INM_113787,20DTV0226P,TELESECUNDARIA,,20DTV0226P,
12619,20INM_113791,20DTV1019O,TELESECUNDARIA,,20DTV1019O,
12620,20INM_113792,20DCC0091M,MIGUEL CERVANTES,,20DCC0091M,
12621,20INM_113804,20DCC0977K,EMILIANO ZAPATA,,20DCC0977K,
12622,20INM_113806,20DJN1868Z,FEDERICO FROEBEL,,20DJN1868Z,
12623,20INM_113807,20DPB0668K,LIC. BENITO JUAREZ,,20DPB0668K,
12624,20INM_113796,20DCC2211W,CUAUHTEMOC,,20DCC2211W,
12625,20INM_113800,20DPR0930W/20DPB0699D,REDENCION,,20DPR0930W,
12626,20INM_113808,20DPB0667L,VICENTE GUERRERO,,20DPB0667L,
12627,20INM_113813,20DCC2179D,JOSE VASCONCELOS,,,
12628,20INM_113828,20DPB2381V,BENITO JUAREZ,,20DPB2381V,
12629,20INM_113820,20DPB0348Z,LAZARO CARDENAS,,20DPB0348Z,
12630,20INM_113821,20DTV1626S,TELESECUNDARIA,,20DTV1626S,
12631,20INM_113818,20DPB0346B,JOSE MARIA MORELOS,,20DPB0346B,
12632,20INM_113829,20DES0058D,OAXACA,,20DES0058D,
12633,20INM_113830,20DPR0934S,MIGUEL HIDALGO,,20DPR0934S,
12634,20INM_113831,20DJN0191A,MARGARITA MAZA DE JUAREZ,,20DJN0191A,
12635,20INM_113837,20DCC1870Z,PORFIRIO DIAZ,,20DCC1870Z,
12636,20INM_113873,20DCC2409F,OCTAVIO PAZ,,20DCC2409F,
12637,20INM_113868,20DCC2476D,FRIDA KAHLO,,20DCC2476D,
12638,20INM_113852,20DCC1086H,MIGUEL HIDALGO Y COSTILLA,,20DCC1086H,
12639,20INM_113853,20DTV0792J,TELESECUNDARIA,,20DTV0792J,
12640,20INM_113861,20DCC2296T,ROSARIO CASTELLANOS,,20DCC2296T,
12641,20INM_113856,20DPB1366W,VICENTE GUERRERO,,20DPB1366W,
12642,20INM_113857,20DCC2139C,FRANCISCO MARQUEZ,,20DCC2139C,
12643,20INM_113863,20DCC1687A,AMADO NERVO,,20DCC1687A,
12644,20INM_113865,20DCC2232I,JUAN ESCUTIA,,20DCC2232I,
12645,20INM_113866,20DPB1403J,PROGRESO,,20DPB1403J,
12646,20INM_113849,20DCC0183C,FRANCISCO VILLA,,20DCC0183C,
12647,20INM_113851,20DTV0771X,TELESECUNDARIA,,20DTV0771X,
12648,20INM_113867,20DTV1871C,TELESECUNDARIA,,20DTV0771X,
12649,20INM_113918,20DCC0689S,PRIMERO DE MAYO,,20DCC0689S,
12650,20INM_113920,20DCC1134A,BENITO JUAREZ,,20DCC1134A,
12651,20INM_113931,20DCC0219A,ESTEFANIA CASTAÑEDA,,20DCC0219A,
12652,20INM_113932,20DPB0349Z,MIGUEL HIDALGO,,20DPB0349Z,
12653,20INM_113933,20DTV1643I,TELESECUNDARIA,,20DTV1643I,
12654,20INM_113935,20DCC0220Q,MEXICO NUEVO,,20DCC0220Q,
12655,20INM_113946,20DCC0224M,FEDERICO FROEBEL,,20DCC0224M,
12656,20INM_113947,20DTV0379T,TELESECUNDARIA,,20DTV0379T,
12657,20INM_113949,20DST0277I,ESCUELA SECUNDARIA TÉCNICA NÚM. 260,,20DST0277I,
12658,20INM_113950,20DTV1298P,TELESECUNDARIA,,20DTV1298P,
12659,20INM_113951,20DCC0229H,PROFRA. FELICIDAD CASTILLO BELIZON,,20DCC0229H,
12660,20INM_113952,20DPB0355J,EMILIANO ZAPATA,,20DPB0355J,
12661,20INM_113962,20DCC0226K,FRANCISCO I. MADERO,,20DCC0226K,
12662,20INM_113964,20DPB1070L,BENITO JUAREZ,,20DPB1070L,
12663,20INM_113965,20KTV0296U,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12664,20INM_113937,20DTV1603H,TELESECUNDARIA,,20DTV1603H,
12665,20INM_113938,20DCC0223N,BENITO JUAREZ,,20DCC0223N,
12666,20INM_113940,20DPB0351N,MIGUEL JOSE OTHON DE MENDIZABAL,,20DPB0351N,
12667,20INM_113961,20DCC0227J,MARIA MONTESSORI,,20DCC0227J,
12668,20INM_113967,20KPB0320D,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
INDIGENA",,,
12669,20INM_113972,20DCC0232V,FRANCISCO MARQUEZ,,20DCC0232V,
12670,20INM_113953,20KTV0318P,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12671,20INM_113954,20DCC0231W,PROF. FIDENCIO MÓNTES,,,
12672,20INM_113955,20DPB0356I,RODOLFO BRENA TORRES,,20DPB0356I,
12673,20INM_113968,20DPB1495Q,FRANCISCO I. MADERO,,20DPB1495Q,
12674,20INM_113969,20DCC0228I,SOR JUANA INES DE LA CRUZ,,20DCC0228I,
12675,20INM_113966,20DTV1861W,TELESECUNDARIA,,20DTV1861W,
12676,20INM_113956,20DCC0233U,CARLOS A CARRILLO,,20DCC0233U,
12677,20INM_113958,20DPB0357H,ALVARO OBREGON,,20DPB0357H,
12678,20INM_113959,20DTV0505Z,TELESECUNDARIA,,20DTV0505Z,
12679,20INM_113926,20DCC0915Y,LIBERTAD Y DEMOCRACIA,,20DCC0915Y,
12680,20INM_113927,20DJN0132L,ROSAURA ZAPATA,,20DJN0132L,
12681,20INM_113930,20DCC0918V,UNION Y PROGRESO,,20DCC0918V,
12682,20INM_113991,20KJN1266R,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12683,20INM_113989,20DJN2393K,12 DE OCTUBRE,,20DJN2393K,
12684,20INM_113992,20KPR1677J,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12685,20INM_113993,20KJN1362U,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12686,20INM_113997,20DTV0030D,TELESECUNDARIA,,20DTV0030D,
12687,20INM_114012,20DTV1076F,TELESECUNDARIA,,20DTV1076F,
12688,20INM_114014,20DPB0358G,IGNACIO ZARAGOZA,,20DPB0358G,
12689,20INM_114015,20DCC1777T,AMADO NERVO,,20DCC1777T,
12690,20INM_115112,20DPR1884H,EMILIANO ZAPATA,,,
12691,20INM_114016,20DCC0969B,VICENTE GUERRERO,,20DCC0969B,
12692,20INM_114017,20DST0229Z,ESCUELA SECUNDARIA TECNICA NUM. 212,,20DST0229Z,
12693,20INM_114018,20DPB0582E,VENUSTIANO CARRANZA,,20DPB0582E,
12694,20INM_114037,20DPB2282V,LAZARO CARDENAS,,20DPB2282V,
12695,20INM_114038,20DCC2376E,ESTEFANIA CASTAÑEDA,,20DCC2376E,
12696,20INM_114033,20DPB2281W/20DCC1815F,LAZARO CARDENAS,,20DPB2281W,
12697,20INM_114032,20DPB2402R,FRANCISCO MARQUEZ,,20DPB2402R,
12698,20INM_114035,20DPB1527S,EMILIANO ZAPATA,,20DPB1527S,
12699,20INM_114036,20DCC1577V,NETZAHUALCOYOTL,,20DCC1577V,
12700,20INM_114022,20DPB0360V,CUAUHTEMOC,,20DPB0360V,
12701,20INM_114023,20DCC0172X,IGNACIO ALLENDE,,20DCC0172X,
12702,20INM_114024,20DPB2171Q,MOCTEZUMA XOCOYOTZIN,,20DPB2171Q,
12703,20INM_114025,20DCC0665I,SALVADOR ALLENDE,,20DCC0665I,
12704,20INM_113998,20DCC0539L,PROMOTORIA PILOTO NUM. 3,,20DCC0539L,
12705,20INM_114000,20DJN2179T,FRANCISCO GABILONDO SOLER,,20DJN2179T,
12706,20INM_114001,20DPB0144F,RICARDO FLORES MAGON,,20DPB0144F,
12707,20INM_114003,20DCC2032K,JUAN ESCUTIA,,20DCC2032K,
12708,20INM_114005,20DCC2044P,IGNACIO MANUEL ALTAMIRANO,,20DCC2044P,
12709,20INM_114008,20DPB2036L,VICENTE GUERRERO,,20DPB2036L,
12710,20INM_114009,20DPB1330H,LIBERTAD,,20DPB1330H,
12711,20INM_114026,20DCC0970R,LIBERTAD,,20DCC0970R,
12712,20INM_114027,20DST0239F,ESCUELA SECUNDARIA TECNICA NUM. 222,,20DST0239F,
12713,20INM_114028,20DPB0361U,BENITO JUAREZ,,20DPB0361U,
12714,20INM_114029,20DCC0971Q,MI PATRIA,,20DCC0971Q,
12715,20INM_114030,20DPB0580G,LEYES DE REFORMA,,20DPB0580G,
12716,20INM_114031,20DTV1075G,TELESECUNDARIA,,20DTV1075G,
12717,20INM_114039,20DCC0070Z,RUBEN JARAMILLO,,20DCC0070Z,
12718,20INM_114040,20DTV0361U,TELESECUNDARIA,,20DTV0361U,
12719,20INM_114041,20DPR4262W,BENITO JUAREZ,,20DPB0362T,
12720,20INM_114049,20DCC0498B,BENITO JUAREZ,,20DCC0498B,
12721,20INM_114050,20DTV0450N,TELESECUNDARIA,,20DTV0450N,
12722,20INM_114051,20DPR0951I,PORFIRIO DIAZ,,20DPR0951I,
12723,20INM_118232,20DTV1046L,TELESECUNDARIA,,,
12724,20INM_114156,20KJN0290K/20KPR0714Q,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12725,20INM_114152,20KJN0142B/20KPR0080W,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12726,20INM_114153,20KTV0352W,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12727,20INM_114142,20KPR1673N,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12728,20INM_114143,20KJN1350P,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12729,20INM_114158,20DES0239N,LUCIO CABAÑAS,,20DES0239N,
12730,20INM_114159,20DST0143T,ESCUELA SECUNDARIA TECNICA NUM. 129,,20DST0143T,
12731,20INM_114160,20DPR0960Q,AQUILES SERDAN,,20DPR0960Q,
12732,20INM_114167,20DCC1625O,TIERRA Y LIBERTAD,,20DCC1625O,
12733,20INM_114168,20DPB0171C,BENITO JUAREZ,,20DPB0171C,
12734,20INM_114162,20DTV0704Z,TELESECUNDARIA,,20DTV0704Z,
12735,20INM_114165,20DCC0298D,BENITO JUAREZ,,20DPB0364R,
12736,20INM_114175,20DPR0963N,AMADO NERVO,,20DPR0963N,
12737,20INM_114177,20DTV1299O,TELESECUNDARIA,,20DTV1299O,
12738,20INM_114182,20DPB1812N,EMILIANO ZAPATA,,20DPB1812N,
12739,20INM_114178,20DCC0050M,ALBORADA MIXE,,20DCC0050M,
12740,20INM_114181,20DTV0778Q,TELESECUNDARIA,,20DTV0778Q,
12741,20INM_114183,20DTV0764N,TELESECUNDARIA,,20DTV0764N,
12742,20INM_114186,20DPB2334K,JOSE VASCONCELOS,,20DPB2334K,
12743,20INM_114255,20KPR0163E,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12744,20INM_114308,20DTV1482M,TELESECUNDARIA,,20DTV1482M,
12745,20INM_114309,20DCC2383O,NIÑOS HEROES,,20DCC2383O,
12746,20INM_114310,20DPB0519C,EMILIANO ZAPATA,,20DPB0519C,
12747,20INM_114318,20KJN1093Q,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12748,20INM_114319,20DPR3439M,CUAUHTEMOC,,20DPR3439M,
12749,20INM_114314,20DPB2077L,NICOLAS BRAVO,,20DPB2077L,
12750,20INM_114260,20DPB2220I,JOSE VASCONCELOS,,20DPB2220I,
12751,20INM_114261,20KJN1351O,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12752,20INM_114325,20DPR3574R,MARTIRES DE TACUBAYA,,20DPR3574R,
12753,20INM_114294,20DPB2283U,RICARDO FLORES MAGON,,,
12754,20INM_114295,20KPR0720A/20KJN0364L,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12755,20INM_114272,20DTV1301M,TELESECUNDARIA,,20DTV1301M,
12756,20INM_114274,20DPB0521R,EMILIANO ZAPATA,,20DPB0521R,
12757,20INM_114301,20KPR0721Z,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
MESTIZA",,,
12758,20INM_114302,20KJN1289B,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12759,20INM_114316,20KPB0061G/20KCC0207F,"CURSO COMUNITARIO DE EDUCACION PRIMARIA
INDIGENA",,,
12760,20INM_114266,20KTV0297T/20KPR0723Y/20KJN1159I,"CURSO       COMUNITARIO       DE        EDUCACION
SECUNDARIA",,,
12761,20INM_114353,20KJN1233Z,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
12762,20INM_114311,20KJN1160Y,"CURSO       COMUNITARIO       DE        EDUCACION
PREESCOLAR MESTIZO",,,
